NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM;4522;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;2771;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário do Rio São Francisco Unirios;2222;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;862;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MS;Centro-Oeste;3.0;Não Informado;A;B;A;1;1
41,8;46,4;40,3;FACULDADE METROPOLITANA SÃO CARLOS BJI;12430;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;3.0;De 1,5 a 3 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;D;C;A;1;4
29,8;29,5;28,9;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE;717;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Federal;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;FACUDADE IEDUCARE - FIED;2466;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;CE;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADES INTEGRADAS DE BAURU;1092;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
30,4;18,8;34,3;FACULDADES INTEGRADAS DE BAURU;1092;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Maurício de Nassau de Campina Grande;3879;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade de Medicina de Olinda;16879;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;3.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DE CAXIAS DO SUL;13;Radiologia;Radiologia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITARIO AVANTIS;1988;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;2548;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;415;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE TIRADENTES;398;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;2
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE MACEIÓ;4530;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE MACEIÓ;4530;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;1
30,4;17,4;34,7;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;4450;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Até 1,5 s.m.;A;B;A;1;3
19,7;20,9;19,3;Faculdade do Norte de Mato Grosso;17118;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;3.0;De 1,5 a 3 s.m.;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE REGIONAL DE BLUMENAU;76;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Municipal;SC;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;FACULDADE INTEGRADA CARAJÁS;14901;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;FACULDADE DOS CARAJÁS;13728;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO INTA;2111;Medicina;Medicina;Saúde e bem-estar;Não Informado;CE;Nordeste;2.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GUAIRACÁ;3797;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO TERESA D'ÁVILA;738;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;FACULDADE SANT ANA;2160;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário CESUCA;3443;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Centro Universitário Estácio do Recife;1077;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;1;1
20,1;26,5;18;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA;649;Odontologia;Odontologia;Saúde e bem-estar;Pública Municipal;PR;Sul;2.0;De 1,5 a 3 s.m.;B;B;A;1;3
29,8;29,5;28,9;FACULDADE BARRETOS;2971;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;Centro Universitário Estácio do Recife;1077;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PE;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Faculdade Estácio de Alagoas - Estácio FAL;1298;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;AL;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNA;344;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE FORTALEZA;14321;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE DE ITAITUBA;2079;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SENAC;3985;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
16,8;5,8;20,5;CENTRO UNIVERSITÁRIO UNIME;1883;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Até 1,5 s.m.;B;B;A;1;3
21;33,7;16,7;UNIVERSIDADE DE RIO VERDE;3974;Medicina;Medicina;Saúde e bem-estar;Pública Municipal;GO;Centro-Oeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;576;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;576;Fisioterapia;Fisioterapia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ;4411;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RO;Norte;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA AMAZÔNIA BELÉM;13982;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;4
11,5;34,4;3,9;Centro Universitário Fibra;2426;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CHRISTUS;1895;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
36,2;39;35,3;UNIVERSIDADE ESTADUAL DA PARAÍBA;550;Odontologia;Odontologia;Saúde e bem-estar;Pública Estadual;PB;Nordeste;1.0;Não Informado;A;B;A;1;3
32;23;35;FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA;17498;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA AMAZÔNIA BELÉM;13982;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Faculdade Anhanguera Unime de Salvador;3034;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE SÃO LUÍS;17284;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;MA;Nordeste;2.0;Não Informado;A;B;A;1;4
27,5;12,3;32,5;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS;453;Odontologia;Odontologia;Saúde e bem-estar;Não Informado;TO;Norte;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO TAQUARI;1041;Medicina;Medicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE SÃO LUÍS;17284;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;MA;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;527;Farmácia;Farmácia;Saúde e bem-estar;Não Informado;GO;Centro-Oeste;1.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;1547;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;3.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE SÃO LUÍS;17284;Radiologia;Radiologia;Saúde e bem-estar;Privada sem fins lucrativos;MA;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ;17565;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;PI;Nordeste;3.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;Centro Universitário Ruy Barbosa Wyden;396;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE DE TAUBATÉ;665;Nutrição;Nutrição;Saúde e bem-estar;Especial;SP;Sudeste;1.0;Não Informado;A;B;A;1;1
4,8;0;6,4;CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO;2241;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
47,7;40,7;50;UNIVERSIDADE DE CAXIAS DO SUL;13;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;RS;Sul;1.0;De 1,5 a 3 s.m.;C;B;A;1;4
29,8;29,5;28,9;FACULDADE ANHANGUERA DE BELO HORIZONTE;1818;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário FASIPE;4901;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;2.0;De 1,5 a 3 s.m.;B;C;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA;5670;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;2.0;Até 1,5 s.m.;B;A;A;1;1
19,7;11,2;22,5;FACULDADE LOGOS;17559;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;GO;Centro-Oeste;3.0;Até 1,5 s.m.;A;A;A;1;4
57,1;50,1;59,4;UNIVERSIDADE FRANCISCANA;426;Medicina;Medicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;C;A;1;3
29,8;29,5;28,9;Centro Universitário Ruy Barbosa Wyden;396;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;1
27,7;29,8;27;UNIVERSIDADE DE PERNAMBUCO;409;Nutrição;Nutrição;Saúde e bem-estar;Pública Estadual;PE;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;4
39,8;39,7;39,8;FACULDADE SÃO LEOPOLDO MANDIC;2368;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;De 3 a 4,5 s.m.;B;B;A;1;3
18,8;25,5;16,5;Centro Universitário Sudoeste Paulista;1317;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO CESMAC;621;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;AL;Nordeste;2.0;Não Informado;A;B;A;1;3
21,3;46,8;12,8;CENTRO UNIVERSITÁRIO REDENTOR;2571;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;Centro Universitário FASIPE;4901;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;2.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE;4566;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RN;Nordeste;3.0;Não Informado;A;B;A;1;1
46,1;44,8;46,5;CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES;1599;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
23,7;36,6;19,4;FACULDADE DE APUCARANA;1325;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;FACULDADE PERNAMBUCANA DE SAÚDE;3615;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;PE;Nordeste;3.0;Não Informado;A;B;A;1;1
51,1;75,1;43,1;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;596;Medicina;Medicina;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;1060;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;576;Farmácia;Farmácia;Saúde e bem-estar;Pública Federal;MG;Sudeste;1.0;Não Informado;A;B;A;1;3
34,8;44,7;31,5;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE DO ESTADO DA BAHIA;40;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;BA;Nordeste;1.0;Não Informado;A;B;A;1;3
30;41,2;26,2;CENTRO UNIVERSITÁRIO FACVEST;3840;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;4450;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;4
33,5;21,6;37,4;CENTRO UNIVERSITÁRIO ATENAS;2579;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;C;A;1;4
39,8;19,6;46,5;CENTRO UNIVERSITÁRIO ATENAS;2579;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;D;D;A;1;4
17,6;16,5;17,9;CENTRO UNIVERSITÁRIO FACVEST;3840;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;Faculdade Atitus Educação Passo Fundo;2383;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;3.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;2560;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;3.0;Não Informado;A;B;A;1;4
15,1;21,6;12,9;Faculdade UNIRB - ARACAJU;5362;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT;719;Medicina;Medicina;Saúde e bem-estar;Pública Estadual;MT;Centro-Oeste;1.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA AMAZÔNIA BELÉM;13982;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;2.0;Não Informado;A;B;A;1;1
22,5;13,4;25,5;CENTRO UNIVERSITÁRIO FACVEST;3840;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;FACULDADE DINÂMICA DO VALE DO PIRANGA;2636;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;3
39,7;47,6;37;UNIVERSIDADE FEDERAL DE PERNAMBUCO;580;Medicina;Medicina;Saúde e bem-estar;Pública Federal;PE;Nordeste;1.0;Até 1,5 s.m.;A;B;A;1;3
22,9;14,4;25,7;FACULDADE ANHANGUERA DE TANGARÁ DA SERRA;1587;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;3.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO RITTER DOS REIS;448;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;Centro Universitário das Américas;1294;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Centro Universitário das Américas;1294;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;Centro Universitário das Américas;1294;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário das Américas;1294;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ATENEU;2497;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ATENEU;2497;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;FACULDADE PARANAENSE;2420;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE SALVADOR;2085;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;FACULDADE DA CIDADE DE MACEIÓ;2244;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;AL;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Governador Ozanam Coelho;1362;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;3
29,8;29,5;28,9;Centro Universitário de Itapira Uniesi;1434;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;De 1,5 a 3 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO NATALENSE;2908;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RN;Nordeste;2.0;Não Informado;A;B;A;1;4
23,5;58,7;11,7;CENTRO UNIVERSITÁRIO DE GOIÂNIA;763;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;GO;Centro-Oeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;1276;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE ENSINO DE MINAS GERAIS;3786;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO CUIABÁ DE ENSINO E CULTURA;1996;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MT;Centro-Oeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE JOÃO PESSOA;352;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;2.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;INSTITUTO TAUBATÉ DE ENSINO SUPERIOR;1276;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE TIRADENTES;398;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;1.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS;1267;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;3.0;De 1,5 a 3 s.m.;B;C;A;1;1
29,8;29,5;28,9;FACULDADE DE ENSINO E CULTURA DO CEARÁ;1647;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE ARACAJU;3778;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE PATOS;3304;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;PB;Nordeste;2.0;Até 1,5 s.m.;B;B;A;1;3
33,2;27,3;35,1;UNIVERSIDADE CEUMA;823;Enfermagem;Enfermagem;Saúde e bem-estar;Privada sem fins lucrativos;MA;Nordeste;1.0;Até 1,5 s.m.;A;A;A;1;4
